V1,V2
"Pound, Ezra","Snyder, Bob"
"Pound, Ezra","Soames, Jane"
"Pound, Ezra",Social Credit associations
"Pound, Ezra",Social Credit Party of Great Britain and Northern Ireland
"Pound, Ezra",Societa Dei Concerti
"Pound, Ezra","[Solari?], P."
"Pound, Ezra","Solari, Silvio"
"Pound, Ezra","Soldato, Giuseppi"
"Pound, Ezra","Solibakke, Eric"
"Pound, Ezra","Somers, Homer L."
"Pound, Ezra","Somervell, David Churchill"
"Pound, Ezra","Sommi-Picenardi, Giuseppe"
"Pound, Ezra","Soupault, Philippe"
"Pound, Ezra","Soutar, William"
"Pound, Ezra",The Southern Review
"Pound, Ezra","Spampanto, Bruno"
"Pound, Ezra","Spann, Marcella"
"Pound, Ezra","Spaziani, Maria Luisa"
"Pound, Ezra","Spearman, Neville"
"Pound, Ezra",The Spectator
"Pound, Ezra","Spencer, Theodore"
"Pound, Ezra","Spender, John Alfred"
"Pound, Ezra","Spender, Stephen"
"Pound, Ezra","Spinedi, Francesco"
"Pound, Ezra","Spire, Andre"
"Pound, Ezra","Sprague, Oliver Mitchell Wentworth"
"Pound, Ezra","Sprigge, Elizabeth"
"Pound, Ezra","Sraffa, Angelo"
"Pound, Ezra","Stafford, J. Richard"
"Pound, Ezra","Stamm, Rudolf"
"Pound, Ezra",La Stampa (Turin)
"Pound, Ezra","Stancioff, Ivan"
"Pound, Ezra","Stancioff, Marion"
"Pound, Ezra","Stansbury, H.H."
"Pound, Ezra","Stefani, Alberto de"
"Pound, Ezra","Steffens, Lincoln"
"Pound, Ezra","Steiner, George"
"Pound, Ezra","Stenmark, Georg"
"Pound, Ezra","Stephens, Pauline Eleanore"
"Pound, Ezra","Stephens, Pauline Francis"
"Pound, Ezra","Stevens, C. C."
"Pound, Ezra","Stevens, Holly"
"Pound, Ezra","Stevens, Wallace"
"Pound, Ezra","Stewart, Desmond Stirling"
"Pound, Ezra","Stewart, Zeph"
"Pound, Ezra","Stieglitz, Alfred"
"Pound, Ezra","Stilwell, Robert Lee"
"Pound, Ezra","Stock, Noel"
"Pound, Ezra","Stoddard, Theodore Lothrop"
"Pound, Ezra","Stokes, Adrian"
"Pound, Ezra","Stone, Geoffrey"
"Pound, Ezra","Stone, Harlan Fiske"
"Pound, Ezra","Storer, Tom"
"Pound, Ezra","Storrs, Ronald, Sir"
"Pound, Ezra",Story
"Pound, Ezra","Stowitts, Hubert J."
"Pound, Ezra","Stravinsky, Soulima"
"Pound, Ezra","Strater, Henry"
"Pound, Ezra","Stresino, Edward"
"Pound, Ezra","Stroesco, Constantin"
"Pound, Ezra","Strong, Eugenie Sellers"
"Pound, Ezra","Stroock, Alan M."
"Pound, Ezra","Studer, Clara"
"Pound, Ezra","Stummvoll, Josef Leopold"
"Pound, Ezra","Suarez, Telesforo Fuentes"
"Pound, Ezra","Sullivan, John Patrick"
"Pound, Ezra","Summerville, Robert C."
"Pound, Ezra",Sunday School Times
"Pound, Ezra","Sung, Far-san T."
"Pound, Ezra","Sun, Veronica"
"Pound, Ezra","Swabey, Henry S."
"Pound, Ezra","Swabey, Henry S."
"Pound, Ezra","Swansea, Charleen Whisnant"
"Pound, Ezra","Sweeney, James Johnson"
"Pound, Ezra","Swope, Herbert Bayard"
"Pound, Ezra","Sykes, Mark"
"Pound, Ezra","Symons, Julian"
"Pound, Ezra",The Symposium; a critical review
"Pound, Ezra","Szymanski, Leszek"
"Pound, Ezra","Taft, Robert A."
"Pound, Ezra","Taft, William Howard"
"Pound, Ezra","Taggard, Genevieve"
"Pound, Ezra","Tagore, Rabindranath"
"Pound, Ezra","Tambimuttu, Thurairjah"
"Pound, Ezra","Tasca, Alessandro"
"Pound, Ezra","Tate, Allen"
"Pound, Ezra","Tate, Vernon Dale"
"Pound, Ezra",Tate Gallery (London)
"Pound, Ezra","Tauchnitz, Bernhard"
"Pound, Ezra","Taupin, Rene"
"Pound, Ezra","Tavistock, Hastings William Sackville Russell, Marquis of"
"Pound, Ezra","Taylor, F. H. G."
"Pound, Ezra","Telesio, C."
"Pound, Ezra","Temple, F. J."
"Pound, Ezra",Tempo (Milan)
"Pound, Ezra","Tennyson, Charles, Sir"
"Pound, Ezra","Teodorani, Vanni"
"Pound, Ezra","Ter Heun, Evangeline Kroh"
"Pound, Ezra","Terrell, George B."
"Pound, Ezra","Terres, Jaime Garcia"
"Pound, Ezra","Texas, University of (Austin)"
"Pound, Ezra","Thayaht, Ernesto"
"Pound, Ezra","Thayer, Scofield"
"Pound, Ezra","Thayer, Tiffany"
"Pound, Ezra",Theatre Arts Magazine
"Pound, Ezra","Theis, Louise Morgan"
"Pound, Ezra","Theobald, John Richmond"
"Pound, Ezra","Thieme, Hugo Paul"
"Pound, Ezra","Thirlwall, John Connor"
"Pound, Ezra",This Quarter (Paris)
"Pound, Ezra","Thoma, Richard"
"Pound, Ezra","Thomas, Elmer"
"Pound, Ezra",Thomas Y. Crowell Co.
"Pound, Ezra","Thompson, Frank"
"Pound, Ezra","Thompson, Harold Wilham"
"Pound, Ezra","Thomson, Alexander Raven"
"Pound, Ezra",Three Mountains Press
"Pound, Ezra","Thurmond, Hope"
"Pound, Ezra",Time
"Pound, Ezra",Time and Tide
"Pound, Ezra",The Times (London)
"Pound, Ezra",The Times Literary Supplement
"Pound, Ezra","Tinayre, Yves"
"Pound, Ezra","Tinkham, George Holden"
"Pound, Ezra","Titus, Edward W."
"Pound, Ezra","To, Publishers"
"Pound, Ezra","Tobias, Paul H."
"Pound, Ezra","Tobino, Mario"
"Pound, Ezra","Todd, Ruthven"
"Pound, Ezra","Tomlinson, Henry Major"
"Pound, Ezra","Townley, Ephera V."
"Pound, Ezra","Townsend, Francis Everett"
"Pound, Ezra",The Townsman
"Pound, Ezra","Tranquillini, T."
"Pound, Ezra",The Transatlantic Review
"Pound, Ezra","Traverso, Leone"
"Pound, Ezra","Trego, Susie Boice"
"Pound, Ezra","Trilling, Ossia"
"Pound, Ezra","Troubetzkoy, Natalie"
"Pound, Ezra","Truelove, M. Thomas"
"Pound, Ezra","Tucci, Giuseppe"
"Pound, Ezra","Tucker, Edith E. and Nelly"
"Pound, Ezra","Tucker, Henry Tudor"
"Pound, Ezra","Tulloch, Percy"
"Pound, Ezra","Turcotti, Erminio"
"Pound, Ezra","Turner, Harry"
"Pound, Ezra",Tuskegee Institute
"Pound, Ezra","Tutte, W.A."
"Pound, Ezra","Tweddell, Francis"
"Pound, Ezra","Tweedsmuir, John Buchan, Baron"
"Pound, Ezra","Tyler, Parker"
"Pound, Ezra","Ueda, Tamotsu"
"Pound, Ezra",Ufficio Stampa del Capo del Governo
"Pound, Ezra","Ullmann, F."
"Pound, Ezra","Ungaro, Adriano"
"Pound, Ezra","Unruh, Federica von"
"Pound, Ezra",Union of Democratic Control
"Pound, Ezra",U. S. Consulate (Genoa)
"Pound, Ezra",U. S. Copyright Office
"Pound, Ezra",U. S. Embassy (Paris)
"Pound, Ezra",U. S. Government Printing Ofice
"Pound, Ezra",U. S. Supreme Court
"Pound, Ezra",U. S. Treasury Department
"Pound, Ezra",Universita Commerciale Luigi Bocconi
"Pound, Ezra","Unterguggenberger, Rosa"
"Pound, Ezra","Untermeyer, Louis"
"Pound, Ezra","Valeri, Diego"
"Pound, Ezra",Vallecchi
"Pound, Ezra","Van Buren, Albert William"
"Pound, Ezra","Vandenberg, Arthur H."
"Pound, Ezra","Vanderpyl, Fritz"
"Pound, Ezra","Van Doren, Irita"
"Pound, Ezra","Van Doren, Mark"
"Pound, Ezra",Vanity Fair
"Pound, Ezra","Van Leers, O."
"Pound, Ezra","Van Loo, Emil"
"Pound, Ezra","Vare, Daniele"
"Pound, Ezra",Varietes
"Pound, Ezra","Vasse, Wilheim"
"Pound, Ezra","Vaugh-Henry, Leigh"
"Pound, Ezra","Vázquez Amaral, José"
"Pound, Ezra",Il Verri (Milan)
"Pound, Ezra","Vergara, Arthur"
"Pound, Ezra","Versaci, Francesco"
"Pound, Ezra","Vettori, Vittorio"
"Pound, Ezra","Vicari, Giambattista"
"Pound, Ezra","Vickers, Vincent Cartwright"
"Pound, Ezra","Viereck, George Sylvester"
"Pound, Ezra",Viewpoint; a critical review
"Pound, Ezra","Villari, Luigi"
"Pound, Ezra","Villiers, Andre de"
"Pound, Ezra","Vines, Sherard"
"Pound, Ezra","Viola, Ofelia"
"Pound, Ezra",The Virginia Quarterly Review
"Pound, Ezra","Viscardini, Mario"
"Pound, Ezra",La Vittoria
"Pound, Ezra","Vittorini, Elio"
"Pound, Ezra","Vivante, Leone and Elena"
"Pound, Ezra","Vogel, Joseph"
"Pound, Ezra","Voorhis, Horace Jeremiah"
"Pound, Ezra",Vou
"Pound, Ezra","Wadsworth, Charles"
"Pound, Ezra","Wadsworth, Edward"
"Pound, Ezra","Wadsworth, P. Beaumont"
"Pound, Ezra","Wadsworth, William"
"Pound, Ezra","Walker, James"
"Pound, Ezra","Wallace, Henry Agard"
"Pound, Ezra","Walpole, Hugh, Sir"
"Pound, Ezra","Walsh, Ernest J."
"Pound, Ezra","Wang, David Rafael"
"Pound, Ezra","Warburg, James Paul"
"Pound, Ezra","Watkins, Inc. [Ann]"
"Pound, Ezra","Watson, James Sibley, Jr."
"Pound, Ezra","Watt, Arthur"
"Pound, Ezra","Watt, William"
"Pound, Ezra",Way Out
"Pound, Ezra","Weaver, Harriet Shaw"
"Pound, Ezra","Webb, Montagu de Pomeroy, Sir"
"Pound, Ezra","Wedgwood, Josiah Clement Wedgwood,"
"Pound, Ezra",Baron
"Pound, Ezra",Weekly News (Rome)
"Pound, Ezra","West, Herbert Faulkner"
"Pound, Ezra",Westminster Magazine
"Pound, Ezra","Weston, Frances"
"Pound, Ezra","Weston, Kenneth"
"Pound, Ezra","Wharton, Edith"
"Pound, Ezra","Wheeler, Burton Kendall"
"Pound, Ezra","Wheelwright, John Brooks"
"Pound, Ezra","Wheelwright, Philip Ellis"
"Pound, Ezra","Whigham, Peter"
"Pound, Ezra","Whitcomb, Robert"
"Pound, Ezra","Whitehead, Alfred North"
"Pound, Ezra","Whittaker, William Gillies"
"Pound, Ezra",Who's Who
"Pound, Ezra","Wilkinson, Ellen"
"Pound, Ezra","Willkie, Edith"
"Pound, Ezra","Williams, Emmet"
"Pound, Ezra","Williams, Ernest"
"Pound, Ezra","Williams, Florence Herman"
"Pound, Ezra","Williams, William Carlos"
"Pound, Ezra","Willson, Patty Gurd"
"Pound, Ezra",Willy
"Pound, Ezra","Wilson, Grace"
"Pound, Ezra","Wilson, Robert McNair"
"Pound, Ezra","Wilson, T. C."
"Pound, Ezra","Windeler, B. Cyril"
"Pound, Ezra",The Windsor Quarterly
"Pound, Ezra","Winslow, Elizabeth"
"Pound, Ezra","Winslow, Marcella"
"Pound, Ezra","Winters, Yvor"
"Pound, Ezra","Winterton, Edward Turnour, Earl of"
"Pound, Ezra","Wolfe, Humbert"
"Pound, Ezra","Woodman, Dorothy"
"Pound, Ezra","Woods, Margaret"
"Pound, Ezra","Woodward, E. S."
"Pound, Ezra","Woodward, Helen [Mrs. William E.]"
"Pound, Ezra","Woodward, William E."
"Pound, Ezra","Woollcott, Alexander"
"Pound, Ezra",World Peace Prayer Conference
"Pound, Ezra","World Peaceways, Inc."
"Pound, Ezra",Writer's Union
"Pound, Ezra","Wykes-Joyce, Liza"
"Pound, Ezra","Wykes-Joyce, Max"
"Pound, Ezra","Wyllie, J.C."
"Pound, Ezra",Yale Literary Magazine
"Pound, Ezra",Yale University Press
"Pound, Ezra","Yang, Feng-Chi"
"Pound, Ezra","Yeats, Elizabeth Corbett"
"Pound, Ezra","Yeats, Georgie Lees"
"Pound, Ezra","Yeats, John Butler"
"Pound, Ezra","Yeats, W. B. (William Butler)"
"Pound, Ezra","Yeats-Brown, Francis Charles Claypon"
"Pound, Ezra","York, Archbishop of"
"Pound, Ezra",Yorkshire Post and Leeds Mercury
"Pound, Ezra","Young, David"
"Pound, Ezra","Young, Viola"
"Pound, Ezra","Zabel, Morton Dauwen"
"Pound, Ezra","Zappa, [Paolo]"
"Pound, Ezra",Zero Press
"Pound, Ezra","Zorach, William"
"Pound, Ezra","Zuhevi, Irat-Husain"
"Pound, Ezra","Zukofsky, Louis"
"Pound, Ezra","Zukofsky, Paul"
"Pound, Ezra","Zur, Bernard"
"Stein, Gertrude","[Aarnestad?], Elling"
"Stein, Gertrude","Abbott, Moreton Graves"
"Stein, Gertrude","Abdy, Diana, Lady"
"Stein, Gertrude","Abdy, Robert, Sir"
"Stein, Gertrude","Abélard, Amelie"
"Stein, Gertrude","Abercrombie, Gertrude"
"Stein, Gertrude","Acosta, Mercedes de"
"Stein, Gertrude",Activités
"Stein, Gertrude","Acton, Arthur"
"Stein, Gertrude","Acton, Harold"
"Stein, Gertrude","Adamov, Ar"
"Stein, Gertrude","Adams, Clifford"
"Stein, Gertrude","Addis, Emmet"
"Stein, Gertrude","Addis, Louise Hayden"
"Stein, Gertrude","Adler, Rose"
"Stein, Gertrude","Agelaste, M."
"Stein, Gertrude","Aigner, Yvonne"
"Stein, Gertrude","Aiguy, Baron d'"
"Stein, Gertrude","Alberga, Sydney"
"Stein, Gertrude","Albert and Charles Boni, Ltd."
"Stein, Gertrude","Albrecht, Meta"
"Stein, Gertrude","Albright, Jane"
"Stein, Gertrude",The Alcestis Press
"Stein, Gertrude","Aldrich, Mildred"
"Stein, Gertrude","Aldrich, Mildred"
"Stein, Gertrude","Alexander, E."
"Stein, Gertrude","Alexander, Elizabeth A."
"Stein, Gertrude","Alfred A. Knopf, Inc."
"Stein, Gertrude","Alfred, William"
"Stein, Gertrude",Algonquin Hotel
"Stein, Gertrude","Alsop, Joseph W., Jr."
"Stein, Gertrude","Altimur, Henry"
"Stein, Gertrude",The American Caravan
"Stein, Gertrude",American Fund for French Wounded
"Stein, Gertrude",American Library in Paris
"Stein, Gertrude",American Women's Club of Paris
"Stein, Gertrude","Anderson, Cornelia"
"Stein, Gertrude","Anderson, Eleanor"
"Stein, Gertrude","Anderson, Elizabeth"
"Stein, Gertrude","Anderson, Forrest"
"Stein, Gertrude","Anderson, John"
"Stein, Gertrude","Anderson, Margaret"
"Stein, Gertrude","Anderson, Sherwood"
"Stein, Gertrude","Andrews, Clarence"
"Stein, Gertrude","Ann Watkins, Inc."
"Stein, Gertrude","Archbold, Anne"
"Stein, Gertrude","Apollinaire, Guillaume"
"Stein, Gertrude",L'Arbalete
"Stein, Gertrude","Aron, Jean"
"Stein, Gertrude","Ashton, Frederick"
"Stein, Gertrude","Ashworth, Marjorie Reid"
"Stein, Gertrude","Askew, Kirk"
"Stein, Gertrude","Aswell, Edward"
"Stein, Gertrude","Atherton, Gertrude"
"Stein, Gertrude",The Atlantic Monthly
"Stein, Gertrude","Aubin, Jean"
"Stein, Gertrude","Audrain, Louise"
"Stein, Gertrude","Austin, Arthur Everett, Jr."
"Stein, Gertrude","B. T. Batsford, Ltd."
"Stein, Gertrude","Babb, James T."
"Stein, Gertrude","Bachrach, Helen Keyser"
"Stein, Gertrude","Bailey, Foster"
"Stein, Gertrude","Balleydiet, Louis"
"Stein, Gertrude","Balmain, Pierre"
"Stein, Gertrude",Balthus
"Stein, Gertrude","Barbezat, Marc"
"Stein, Gertrude","Barker, Lewellys Franklin"
"Stein, Gertrude","Barlow, Samuel L. M."
"Stein, Gertrude","Barnes, Albert C."
"Stein, Gertrude","Barnes, Djuna"
"Stein, Gertrude","Barney, Laura Dreyfus"
"Stein, Gertrude","Barney, Natalie"
"Stein, Gertrude","Barr, Alfred H., Jr."
"Stein, Gertrude","Barry, Joseph"
"Stein, Gertrude","Baul, Clothilde"
"Stein, Gertrude","Baul, Olympe"
"Stein, Gertrude","Beach, Sylvia"
"Stein, Gertrude","Beaton, Cecil"
"Stein, Gertrude","Beffa, --"
"Stein, Gertrude","Bell, Clive"
"Stein, Gertrude","Bell, Vanessa"
"Stein, Gertrude","Bellmer, Hans"
"Stein, Gertrude","Bellucci, Maddelena"
"Stein, Gertrude","Benet, William Rose"
"Stein, Gertrude","Bennett, Arnold"
"Stein, Gertrude","Benno, Benjamin"
"Stein, Gertrude","Bentley, A.F."
"Stein, Gertrude","Bérard, Christian"
"Stein, Gertrude","Berard, Gaston"
"Stein, Gertrude","Berard, Madame"
"Stein, Gertrude","Berard, George"
"Stein, Gertrude","Berard, Louis, Madame"
"Stein, Gertrude","Berard, M., Mademoiselle"
"Stein, Gertrude","Berard, M. V."
"Stein, Gertrude","Berenson, Bernard"
"Stein, Gertrude","Berenson, Mary"
"Stein, Gertrude","Berkowitz, Walter J."
"Stein, Gertrude","Berman, Eugene"
"Stein, Gertrude","Bernadet, J. C. (Edmond), père"
"Stein, Gertrude","Berners, Gerald, Lord"
"Stein, Gertrude",Bernheim Jeune et Cie.
"Stein, Gertrude","Berti, Luigi"
"Stein, Gertrude","Bianco, Francesco"
"Stein, Gertrude","Bianco, Margery"
"Stein, Gertrude","Bianco, Giovanni"
"Stein, Gertrude","Biddle, G."
"Stein, Gertrude","Bille-de-mot, F."
"Stein, Gertrude","Bird, William"
"Stein, Gertrude","Blake, Christopher"
"Stein, Gertrude","Blane, André"
"Stein, Gertrude","Blanche, Jacques Émile"
"Stein, Gertrude","Block, Dolene"
"Stein, Gertrude","Blood, Florence"
"Stein, Gertrude","Bocher, Marie"
"Stein, Gertrude","Boggio, Josette"
"Stein, Gertrude","Boggio, Yvonne"
"Stein, Gertrude","Boiffard, Jeanne; Boiffard, Jacques"
"Stein, Gertrude","Boillot, Felix"
"Stein, Gertrude","Boisson, Bernard"
"Stein, Gertrude","Boles, James"
"Stein, Gertrude","Bonhomme, Lieutenant"
"Stein, Gertrude",Boni and Liveright
"Stein, Gertrude","Bonjean, Jacques"
"Stein, Gertrude","Bonney, Therese"
"Stein, Gertrude","Bookstaver, May"
"Stein, Gertrude","Borden, Macy"
"Stein, Gertrude","Boschére, Jean de"
"Stein, Gertrude",Boston Herald Book Fair
"Stein, Gertrude","Bourdel, Maurice"
"Stein, Gertrude","Bouton, Hélène"
"Stein, Gertrude","Bouvier, M."
"Stein, Gertrude","Bouzanquet de Balestrier, L. (Mme. Jean)"
"Stein, Gertrude","Bowen, Stella"
"Stein, Gertrude","Bowles, Paul F."
"Stein, Gertrude","Boyce, Neith"
"Stein, Gertrude","Boyd, Madeleine"
"Stein, Gertrude","Brackett, Ada"
"Stein, Gertrude","Bradley, Alice M."
"Stein, Gertrude","Bradley, Florence"
"Stein, Gertrude","Bradley, William"
"Stein, Gertrude","Bradley, William A.; Bradley, Jenny"
"Stein, Gertrude","Braisaz, J., Monsieur et Madame"
"Stein, Gertrude","Braque, Georges"
"Stein, Gertrude","Braque, Marcelle"
"Stein, Gertrude","Brenner, Michael"
"Stein, Gertrude","Breon, John; Breon, Jessie"
"Stein, Gertrude","Brereton, Geoffrey"
"Stein, Gertrude","Brewer, Franklin H. [""Brewsie""]"
"Stein, Gertrude","Brewer, Joseph"
"Stein, Gertrude","Briant, Théophile"
"Stein, Gertrude","Brion, Marcel"
"Stein, Gertrude","Brodaz, Lucie"
"Stein, Gertrude","Bromfield, Louis; Bromfield, Mercy"
"Stein, Gertrude","Brooks, Benjamin Gilbert"
"Stein, Gertrude","Brooks, Romaine"
"Stein, Gertrude","Brown, Bob"
"Stein, Gertrude","Brown, Rose"
"Stein, Gertrude","Brown, Mathilda E."
"Stein, Gertrude","Brown, Margaret Wise"
"Stein, Gertrude","Browne, Arthur G."
"Stein, Gertrude","Bruce, Patrick Henry; Bruce, Helen"
"Stein, Gertrude","Bruyére, M., abbé"
"Stein, Gertrude","Bryan, J. F. W."
"Stein, Gertrude",Bryher
"Stein, Gertrude","Bucher, Jeanne"
"Stein, Gertrude","Buhot, Jean"
"Stein, Gertrude","Bullitt, William C."
"Stein, Gertrude","Burr, Jane"
"Stein, Gertrude",Bureau Central de la Comptabilité Téléphonique de Paris
"Stein, Gertrude","Burnett, Whit"
"Stein, Gertrude","Buss, Kate"
"Stein, Gertrude","Butcher, Fanny"
"Stein, Gertrude","Butler, Dorothy"
"Stein, Gertrude","[Butterfield?], Helen"
"Stein, Gertrude","Byrne, P. J."
"Stein, Gertrude","Caine, Gordon"
"Stein, Gertrude","Calder, Alexander"
"Stein, Gertrude","Canby, Henry Seidel"
"Stein, Gertrude","Cannell, Kathleen"
"Stein, Gertrude","Cape, Jonathan"
"Stein, Gertrude","Capri, Agnes"
"Stein, Gertrude","Cargill, Oscar"
"Stein, Gertrude","Carpenter, Edna"
"Stein, Gertrude","Carter, Huntly"
"Stein, Gertrude","Casals, Pablo"
"Stein, Gertrude","Case, Frank"
"Stein, Gertrude","Casparis, Ruth M."
"Stein, Gertrude","Cassel, Richard"
"Stein, Gertrude","Cassell, Robert"
"Stein, Gertrude","Century magazine, Editor of"
"Stein, Gertrude","Cerf, Bennett"
"Stein, Gertrude","Chaboux, Gaston; Chaboux, Charlotte"
"Stein, Gertrude","Chadbourne, Emily"
"Stein, Gertrude",also signed by [unidentified]
"Stein, Gertrude","Chalfin, Paul; Chalfin, Isabel"
"Stein, Gertrude","Chambers, Norma"
"Stein, Gertrude","Champetier de Ribes, [Antoinette?]"
"Stein, Gertrude",Chapman and Hall
"Stein, Gertrude","Chapman, Elizabeth Fuller (""Bobsy"")"
"Stein, Gertrude",Charles Scribner's Sons
"Stein, Gertrude","Charlot, Edmund"
"Stein, Gertrude",Chatto and Windus (firm)
"Stein, Gertrude","Cheatham, George; Cheatham, M. G."
"Stein, Gertrude","Chevalier, Haakon"
"Stein, Gertrude","de Chirico, Georgio"
"Stein, Gertrude","Cingria, Charles Albert"
"Stein, Gertrude","Claflin, Avery; Claflin, Philip"
"Stein, Gertrude",Claire Marie
"Stein, Gertrude","Clark, Harriet E."
"Stein, Gertrude","Clark, Kenneth"
"Stein, Gertrude","Clark, Pearl F."
"Stein, Gertrude","Clemens, Cyril"
"Stein, Gertrude","Clermont-Tonnerre, Elisabeth de Gramont, Duchesse de"
"Stein, Gertrude","Coady, Robert J."
"Stein, Gertrude","Coates, Robert"
"Stein, Gertrude","Coburn, Alvin Langdon"
"Stein, Gertrude","Cocteau, Jean"
"Stein, Gertrude","Colefax, Sibyl"
"Stein, Gertrude","Colomb, Gaston"
"Stein, Gertrude",Comité d'Echanges Littéraires Franco- Américain
"Stein, Gertrude","Comstock, Ada"
"Stein, Gertrude",Compagnie Parisienne de Distribution d'Electricité
"Stein, Gertrude","Cone, Claribel"
"Stein, Gertrude","Cone, Etta"
"Stein, Gertrude","Cone, Maxwell"
"Stein, Gertrude",Conference Press
"Stein, Gertrude","Connes, Georges"
"Stein, Gertrude",Consolidated Press Association
"Stein, Gertrude",Contact Editions
"Stein, Gertrude","Cook, William; Cook, Jeanne"
"Stein, Gertrude","Cooper, Page"
"Stein, Gertrude","Cooper, Douglas"
"Stein, Gertrude","Copland, Aaron"
"Stein, Gertrude","Coronio, Epy"
"Stein, Gertrude","Cornell, Katharine"
"Stein, Gertrude","[Courtele?], Lily"
"Stein, Gertrude","Covarrubias, Miguel"
"Stein, Gertrude","Coventry, Roy"
"Stein, Gertrude","Craig, Gordon"
"Stein, Gertrude","Crane, Hart"
"Stein, Gertrude","Crane, Josephine B."
"Stein, Gertrude","Craven, E."
"Stein, Gertrude","Crevel, Réné"
"Stein, Gertrude","Crewes, Frances"
"Stein, Gertrude",The Criterion
"Stein, Gertrude","Cross, William"
"Stein, Gertrude","Crowninshield, Frank"
"Stein, Gertrude","Cruttwell, Maud"
"Stein, Gertrude","Cunard, Mary"
"Stein, Gertrude","Czapski, Joseph"
"Stein, Gertrude","Dali, Salvador"
"Stein, Gertrude","Daniel, Ellen Alix Dupoy Taylor"
"Stein, Gertrude","Daniel-Rops, Henry; Daniel-Rops, Madeleine"
"Stein, Gertrude","D'Arcy, Ella"
"Stein, Gertrude","Darantière, Maurice"
"Stein, Gertrude","Darnell, Edward G. (""Knifey"")"
"Stein, Gertrude","[Davey?], Professor"
"Stein, Gertrude","David, Fannie Keyser"
"Stein, Gertrude","Davidson, Jo; Davidson, Yvonne"
"Stein, Gertrude","Davidson, John"
"Stein, Gertrude","Davies, E. Gladstone"
"Stein, Gertrude","Davis, Bob"
"Stein, Gertrude","Davis, Robert [American Library in Paris]"
"Stein, Gertrude","Davis, Stuart"
"Stein, Gertrude","Dawson, Emily"
"Stein, Gertrude","De la Mare, Richard"
"Stein, Gertrude","Décôte, Etienne"
"Stein, Gertrude","DeGruchy, Billie Ann; DeGruchy, Claire"
"Stein, Gertrude","Delaunay, Robert; Delaunay, Sonia"
"Stein, Gertrude","Dell, Robert"
"Stein, Gertrude","Demuth, Charles"
"Stein, Gertrude","Dennis, A."
"Stein, Gertrude","Denoël, Jean"
"Stein, Gertrude","Derain, Alice"
"Stein, Gertrude","Desfeuilles, P."
"Stein, Gertrude","Deutsch, Alice"
"Stein, Gertrude","Dewey, John"
"Stein, Gertrude","Dewhurst, [M.?]"
"Stein, Gertrude","De Wolfe, Elsie"
"Stein, Gertrude","Dew-Smith, Alice Murray"
"Stein, Gertrude",The Dial
"Stein, Gertrude","Dilver, Oscar; Dilver, [Dixie?]"
"Stein, Gertrude",[To: Mike and Sarah Stein]
"Stein, Gertrude","Dimnit, Ernest"
"Stein, Gertrude","Dixon, Florence"
"Stein, Gertrude","Dodd, Mead, and Co."
"Stein, Gertrude","Dodge, Edwin S."
"Stein, Gertrude","Dodge, Janet"
"Stein, Gertrude","Doran, George H."
"Stein, Gertrude","Doubleday and Co., Inc."
"Stein, Gertrude","Douglas, Mahala"
"Stein, Gertrude","Draper, Benjamin"
"Stein, Gertrude","Draper, Muriel"
"Stein, Gertrude","Draper, Paul"
"Stein, Gertrude","Draper, Ruth"
"Stein, Gertrude","Drevault, Amélie"
"Stein, Gertrude","Dreier, Katherine S."
"Stein, Gertrude","Druet, E."
"Stein, Gertrude","Drus, Paul"
"Stein, Gertrude","Duchamp, Marcel"
"Stein, Gertrude",Duckworth and Co.
"Stein, Gertrude","Dudensing, B.B.; Dudensing, Valentine"
"Stein, Gertrude","Dudley, Caroline"
"Stein, Gertrude","Dudley, Katharine"
"Stein, Gertrude","Duffield, Peter"
"Stein, Gertrude","Duncan, Clarence W."
"Stein, Gertrude","Duncan, Raymond; Duncan, Elizabeth"
"Stein, Gertrude","Duncan, Winifred"
"Stein, Gertrude","Dunham, Harry"
"Stein, Gertrude","Dunham, Lowell"
"Stein, Gertrude","DuPoy, Ellen Alix"
"Stein, Gertrude","Earle, Louise S."
"Stein, Gertrude","Earle, Mabel"
"Stein, Gertrude","Eberhart, Mignon G."
"Stein, Gertrude",Échanges
"Stein, Gertrude","Ede, Harold Stanley"
"Stein, Gertrude","Edel, Leon"
"Stein, Gertrude","Edelbloud, Lucie"
"Stein, Gertrude","Edstrom, David"
"Stein, Gertrude","Ehrman, Lillian May"
"Stein, Gertrude","Einstein, Carl"
"Stein, Gertrude","Eliot, T. S."
"Stein, Gertrude",Also includes: galley proofs of The Fifteenth of November
"Stein, Gertrude","Elton, Arthur"
"Stein, Gertrude","Emmett, Burton"
"Stein, Gertrude","Engel, A. Lehman"
"Stein, Gertrude",The English Review
"Stein, Gertrude","Erving, Emma Lootz; Erving, Henry"
"Stein, Gertrude","Escholier, Raymond"
"Stein, Gertrude","Evans, Donald"
"Stein, Gertrude","Evans, Fanny Riegel"
"Stein, Gertrude","Evans, Montgomery"
"Stein, Gertrude",Everybody's Magazine
"Stein, Gertrude","Ewing, Max"
"Stein, Gertrude","Fabbri, Egisto"
"Stein, Gertrude","Fabre, Margarette; Fabre, Maurice Fabre, Francis"
"Stein, Gertrude",Farrar & Rinehart
"Stein, Gertrude","Favre, Louis"
"Stein, Gertrude","Faÿ, Bernard"
"Stein, Gertrude","Federleicht, Hortense; Federleicht, Louis"
